original_text,label,cleaned_text,label_num
"For constipation in small kids: Soak, crush & strain 6-8 raisins (adjust for age). Offer routinely. Also try apricots, cucumber, banana. Choose whole grains, avoid processed foods.",scientific,constipation small kid soak crush strain raisin adjust age offer routinely also try apricot cucumber banana choose whole grain avoid processed food,0.0
"For burns from hot water, try bandaging thin banana leaf buds directly. Or, apply the froth from boiled neem bark.",pseudoscientific,burn hot water try bandaging thin banana leaf bud directly apply froth boiled neem bark,2.0
A remedy for bronchitis in children involves mixing one teaspoon of garlic oil with three teaspoons of honey and giving it in small doses thrice daily.,pseudoscientific,remedy bronchitis child involves mixing one teaspoon garlic oil three teaspoon honey giving small dos thrice daily,2.0
"For breathing problems, a chest rub of camphor in warm coconut oil is suggested. Drinking a tablespoon of reduced fennel seed water twice daily may also help. Applying nutmeg powder boiled in sesame oil is another option.",pseudoscientific,breathing problem chest rub camphor warm coconut oil suggested drinking tablespoon reduced fennel seed water twice daily may also help applying nutmeg powder boiled sesame oil another option,2.0
"To reduce body swelling, apply a paste of ground black cumin seeds and hot water. To combat weakness, drink boiled almond-rice-milk with turmeric & sugar. Try mango with honey, saffron, cardamom, rose water.",pseudoscientific,reduce body swelling apply paste ground black cumin seed hot water combat weakness drink boiled almondricemilk turmeric sugar try mango honey saffron cardamom rose water,2.0
"To cool body heat, drink pomegranate juice with almond oil. Also, a boiled drink of almond-rice paste in milk with turmeric & sugar. Drink amla-honey-lime in water. Apply bel fruit & milk paste to the head.",pseudoscientific,cool body heat drink pomegranate juice almond oil also boiled drink almondrice paste milk turmeric sugar drink amlahoneylime water apply bel fruit milk paste head,2.0
"For blood deficiency: Amla juice with honey & lime in water (empty stomach, 120+ days). Or amla juice with mashed banana 2-3 times daily. Soaked figs with milk for a month",borderline,blood deficiency amla juice honey lime water empty stomach day amla juice mashed banana time daily soaked fig milk month,1.0
"For diabetes, diet restriction & light exercise like walking is a must as this controls the sugar level. Grape fruit is a splendid thing in the diet of a diabetic. Have 3 fruits at a time, 3 times daily. A tablespoon of amla juice mixed with a cup of fresh bitter gourd (karela) juice and taken daily for 2 months will reduce blood sugar. Take dry tender leaves of the mango tree in the shade. Powder and preserve them. Half a teaspoon of this powder twice a day in the morning and evening proves beneficial. 3-4 teaspoons juice of bitter gourd (karela), taken every morning on an empty stomach gives good results. Coarsely powder fenugreek seeds (methi dana) and have 1-2 teaspoon in the morning everyday. (Vary dosage according to individual tolerance level). Eating 10 fresh fully grown curry leaves (kari patta) every morning for 3 months is said to prevent diabetes due to heredity factors. Soak 2 teaspoon fenugreek seeds (methi dana) in 1 cup water at night. Drink this water first thing in the morning and preferably eat the seeds too. Chew 8-10 basil (tulsi) leaves in the morning.",borderline,diabetes diet restriction light exercise like walking must control sugar level grape fruit splendid thing diet diabetic fruit time time daily tablespoon amla juice mixed cup fresh bitter gourd karela juice taken daily month reduce blood sugar take dry tender leaf mango tree shade powder preserve half teaspoon powder twice day morning evening prof beneficial teaspoon juice bitter gourd karela taken every morning empty stomach give good result coarsely powder fenugreek seed methi dana teaspoon morning everyday vary dosage according individual tolerance level eating fresh fully grown curry leaf kari patta every morning month said prevent diabetes due heredity factor soak teaspoon fenugreek seed methi dana cup water night drink water first thing morning preferably eat seed chew basil tulsi leaf morning,1.0
"For Dehydration, add ¼ teaspoon salt, 3 teaspoon brown sugar or ordinary sugar and 2 teaspoon lime juice to 1 cup of water, mix well and drink.",scientific,dehydration add teaspoon salt teaspoon brown sugar ordinary sugar teaspoon lime juice cup water mix well drink,0.0
"For Deafness, use raw onion juice as ear drops. Put two drops of lukewarm neem oil inside the ear.",pseudoscientific,deafness use raw onion juice ear drop put two drop lukewarm neem oil inside ear,2.0
"Consuming fatty fish like mackerel twice weekly, akin to ancient Mediterranean diets, reduces headache frequency. Fish, valued by Roman gladiators for strength, provide omega-3 fatty acids, which studies show decrease inflammation and improve migraine outcomes, supporting overall neurological health.",scientific,consuming fatty fish like mackerel twice weekly akin ancient mediterranean diet reduces headache frequency fish valued roman gladiator strength provide omega fatty acid study show decrease inflammation improve migraine outcome supporting overall neurological health,0.0
"Eating ginger-infused meals daily, derived from ancient Chinese medicinal practices, may reduce headache severity. Ginger was used for vitality, and preliminary studies suggest its anti-inflammatory compounds could alleviate migraine pain, but headache-specific benefits lack robust clinical evidence.",borderline,eating gingerinfused meal daily derived ancient chinese medicinal practice may reduce headache severity ginger used vitality preliminary study suggest antiinflammatory compound could alleviate migraine pain headachespecific benefit lack robust clinical evidence,1.0
"Consuming goji berries daily, inspired by ancient Chinese wellness diets, may support headache prevention. Goji berries were prized for vitality, and their antioxidants might reduce oxidative stress linked to migraines, but studies on headache relief are scarce and lack conclusive evidence.",borderline,consuming goji berry daily inspired ancient chinese wellness diet may support headache prevention goji berry prized vitality antioxidant might reduce oxidative stress linked migraine study headache relief scarce lack conclusive evidence,1.0
"Adding turmeric to dishes daily, based on ancient Indian Ayurvedic practices, may ease headache pain. Turmeric was valued for healing, and curcuminâ€™s anti-inflammatory properties might reduce migraine triggers, but headache-specific benefits are not well-supported by clinical research.",borderline,adding turmeric dish daily based ancient indian ayurvedic practice may ease headache pain turmeric valued healing curcumins antiinflammatory property might reduce migraine trigger headachespecific benefit wellsupported clinical research,1.0
